Company Name,URL,Twitter,Headquarters,Sub Category,Landscape name,Category,Domain
7sheep,https://www.7sheep.net/,@7sheepnet,"Vienna, AUT",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,https://www.7sheep.net/
mdc dot,http://mdcdot.com/,@mdcdot,"Waxahachie, TX",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://mdcdot.com/
lead life,http://leadlife.com/,@LeadLife,"Atlanta, GA",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://leadlife.com/
contactability,https://www.contactability.com/,@_contactability,"Columbus, OH",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,https://www.contactability.com/
boingnet,http://www.boingnet.com/,@boingnet,"Rockland, MA",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://www.boingnet.com/
fanbridge,https://www.fanbridge.com/,@FanBridge,"New York, NY",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,https://www.fanbridge.com/
campaignchain,http://www.campaignchain.com/,@campaignchain,Unknown,Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://www.campaignchain.com/
greenrope,http://www.greenrope.com/,@GreenRope,"San Diego, CA",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://www.greenrope.com/
edatis,http://edatis.com/en/,@edatis,"Paris, FRA",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://edatis.com/en/
simplycast,http://www.simplycast.com/,@simplycast,"Dartmouth, CAN",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://www.simplycast.com/
activecampaign,http://www.activecampaign.com/,@ActiveCampaign,"Chicago, IL",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://www.activecampaign.com/
campaigndock,http://campaigndock.com/en/,@campaigndock,"Ghent, BEL",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://campaigndock.com/en/
miodatos,http://www.miodatos.com/,@MioDatos,"San Diego, CA",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://www.miodatos.com/
everlytic,http://www.everlytic.com/,@Everlytic,"Johannesburg, SAF",Marketing Automation/Campaign & Lead Mgmt,Backbone Platforms,MarTech - Backbone Platforms - Marketing Automation/Campaign & Lead Mgmt,http://www.everlytic.com/
acquia,https://www.acquia.com/,@acquia,"Boston, MA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://www.acquia.com/
episerver,http://www.episerver.com/,@episerver,"Stockholm, SWE",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.episerver.com/
radiant,http://radiantcms.org/,@radiantcms,Unknown,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://radiantcms.org/
dynamicweb,http://www.dynamicwebusa.com/,@DynamicwebNA,"Los Angeles, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.dynamicwebusa.com/
weebly,http://www.weebly.com/,@weebly,"San Francisco, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.weebly.com/
devhub,http://www.devhub.com/,@DevHub,Unknown,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.devhub.com/
dnn,http://www.dnnsoftware.com/,@DNNCorp,"Mountain View, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.dnnsoftware.com/
opentext,http://www.opentext.com/,@OpenText,"Waterloo, CAN",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.opentext.com/
wordpress,https://wordpress.com/,@WordPress,"San Francisco, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://wordpress.com/
atex,http://www.atex.com/,@atexglobal,"Reading, UK",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.atex.com/
joomla!,http://www.joomla.org/,@joomla,Unknown,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.joomla.org/
usablenet,http://usablenet.com/,@Usablenet,"New York, NY",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://usablenet.com/
webnodes,http://us.webnode.com/,@webnode,"Brno, CZR",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://us.webnode.com/
telerik,http://www.telerik.com/,@Telerik,"Palo Alto, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.telerik.com/
e-spirit,http://www.e-spirit.com/us/,@eSpiritNA,"Boston, MA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.e-spirit.com/us/
openCms,http://www.opencms.org/en/,@OpenCms,Unknown,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.opencms.org/en/
liferay,http://www.liferay.com/,@Liferay,"Los Angeles, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.liferay.com/
coremedia,http://www.coremedia.com/,@CoreMedia_News,"Hamburg, GER",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.coremedia.com/
mofuse,http://mofuse.com/,@mofuse,"Warwick,RI",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://mofuse.com/
bluetrain.io,http://www.bluetrain.io/,@bluetrain_io,"Cambridge, MA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.bluetrain.io/
censhare,http://www.censhare.com/en,@censhare_News,"Munich, GER",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.censhare.com/en
modx,http://modx.com/,@modx,"Dallas, TX",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://modx.com/
Magnolia,http://www.magnolia-cms.com/,@magnolia_cms,"Basel, SWZ",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.magnolia-cms.com/
pantheon,https://www.getpantheon.com/,@getpantheon,"San Francisco, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://www.getpantheon.com/
marqui,http://www.marqui.com/,@Marqui_CMS,"Vancouver, CAN",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.marqui.com/
zesty.io,https://zesty.io/,@gozesty,"San Diego, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://zesty.io/
yext,http://www.yext.com/,@yext,"New York, NY",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.yext.com/
strikingly,https://www.strikingly.com/,@strikingly,"San Francisco, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://www.strikingly.com/
GX Software,https://www.gxsoftware.com/home-en.htm,@gxsoftware,"Boston, MA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://www.gxsoftware.com/home-en.htm
pixelsilk,http://www.pixelsilk.com/,@Pixelsilk,"Bend, OR",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.pixelsilk.com/
hippo,http://www.onehippo.com/en,@OneHippo,"Boston, MA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.onehippo.com/en
crafter,http://craftersoftware.com/,@craftersoftware,"Reston, VA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://craftersoftware.com/
moonfruit,http://www.moonfruit.com/,@moonfruit,"London, UK",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.moonfruit.com/
cascadeserver,http://www.hannonhill.com/products/,@hannon_hill,"Atlanta, GA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.hannonhill.com/products/
elcom,http://www.elcom.com/,@elcomCMS,Unknown,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.elcom.com/
wix,http://www.wix.com/,@Wix,"Tel Aviv, IRS",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.wix.com/
ektron,http://www.ektron.com/,@Ektron,"Nashua, NH",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.ektron.com/
drupal,https://www.drupal.org/,@drupal,Unknown,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://www.drupal.org/
directus,http://getdirectus.com/,@directus,"New York, NY",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://getdirectus.com/
processwire,https://processwire.com/,@processwire,"Atlanta, GA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://processwire.com/
symphony,http://www.getsymphony.com/,None ,Unknown,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.getsymphony.com/
umbraco,http://umbraco.com/,@umbracoproject,DEN ,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://umbraco.com/
ellislab,https://ellislab.com/,@EllisLab,"Beaverton, OR",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://ellislab.com/
dotCMS,http://dotcms.com/,@dotcms,"Miami, FL",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://dotcms.com/
plone,https://plone.org/,@plone,Unknown,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://plone.org/
agility,http://agilitycms.com/,@AgilityCMS,"Toronto, CAN",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://agilitycms.com/
limelight,http://www.limelight.com/,@llnw,"Tempe, AZ",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.limelight.com/
alfresco,http://www.alfresco.com/,@Alfresco,"Maidenhead, UK",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.alfresco.com/
ingeniux,http://www.ingeniux.com/,@ingeniux,"Seattle, WA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.ingeniux.com/
squarespace,http://www.squarespace.com/,@Squarespace,"New York, NY",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.squarespace.com/
boomity,http://www.boomity.com/home,@Boomity,"San Francisco, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.boomity.com/home
percussion ,https://www.percussion.com/,@percussion,"Boston, MA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,https://www.percussion.com/
paper thin,http://www.paperthin.com/,@commonspot,"Boston, MA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.paperthin.com/
bridgline digital,http://www.bridgelinedigital.com/,@Bridgeline,Cali,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.bridgelinedigital.com/
kentico,http://www.kentico.com/,@Kentico,"Nashua, NH",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.kentico.com/
neos,http://neos.typo3.org/,@TYPO3Neos,Unknown,Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://neos.typo3.org/
crownpeak,http://www.crownpeak.com/,@CrownPeak,"Los Angeles, CA",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.crownpeak.com/
squiz,http://www.squiz.net/us,@SquizGlobal,"New York, NY",Web Content/Experience Management,Backbone Platforms,MarTech - Backbone Platforms - Web Content/Experience Management,http://www.squiz.net/us
monsoon commerce,http://www.monsooncommerce.com/,@monsooncommerce,"Portland, OR",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.monsooncommerce.com/
volusion,http://www.volusion.com/,@Volusion,"Austin, TX",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.volusion.com/
zoovy,http://www.zoovy.com/,@ZoovyInc,"Carlsbad,CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.zoovy.com/
shopify,http://www.shopify.com/,@Shopify,"Ottawa, CAN",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.shopify.com/
elasticpath,http://www.elasticpath.com/,@elasticpath,"Vancouver, CAN",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.elasticpath.com/
foxycart,http://www.foxycart.com/,@foxycart,US,E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.foxycart.com/
bigcommerce,https://www.bigcommerce.com/,@Bigcommerce,"San Francisco, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,https://www.bigcommerce.com/
3dcart,http://www.3dcart.com/,@3dcart,"tamarac, FL",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.3dcart.com/
demandware,http://www.demandware.com/,@Demandware,"Burlington, MA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.demandware.com/
intershop,http://www.intershop.com/,@intershop,"Essen, GER",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.intershop.com/
ultracart,https://www.ultracart.com/,@UltraCart,Unknown,E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,https://www.ultracart.com/
lemonstand,https://lemonstand.com/,@LemonStand,"Vancouver, CAN",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,https://lemonstand.com/
amazon,Amazon.com,@amazon,"Seattle, WA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,Amazon.com
nimblecommerce,http://www.nimblecommerce.com/,@nimblecommerce,"Silcon Valley, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.nimblecommerce.com/
miva,http://www.miva.com/,@miva,"San Diego, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.miva.com/
nexternal,https://www.nexternal.com/,@Nexternal,"Carlsbad,CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,https://www.nexternal.com/
avangate,http://www.avangate.com/,@avangate,"Redwood Shores, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.avangate.com/
hybris,http://www.hybris.com/en/,@hybris_software,"New York, NY",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.hybris.com/en/
znode,http://www.znode.com/,@Znode,US,E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.znode.com/
goecart,http://www.goecart.com/,@GoECart,"Bridgeport, CT",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.goecart.com/
abilitycommerce,http://www.abilitycommerce.com/,@abilitycommerce,"Delray Beach, FL",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.abilitycommerce.com/
erply,http://erply.com/,@erply,"New York, NY",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://erply.com/
pinnacleCart,https://www.pinnaclecart.com/,@pinnaclecart,"Phoenix, AZ",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,https://www.pinnaclecart.com/
magento,http://magento.com/,@magento,"Los Angeles, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://magento.com/
spree,https://spreecommerce.com/,@spreecommerce,"Bethesda, MD",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,https://spreecommerce.com/
mozu,https://www.mozu.com/,@MozuCommerce,"Austin, TX",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,https://www.mozu.com/
goodsie,http://goodsie.com/,@goodsiesupport,Unknown,E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://goodsie.com/
reaction commerce,https://reactioncommerce.com/,@getreaction,"Los Angeles, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,https://reactioncommerce.com/
cs.cart,http://www.cs-cart.com/,@cscart,RUS,E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.cs-cart.com/
jigoshop,https://www.jigoshop.com/,@Jigoshop,"Sevenoaks, UK",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,https://www.jigoshop.com/
broadleaf commerce,http://www.broadleafcommerce.com/,@broadleaf,"Dallas, TX",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.broadleafcommerce.com/
xcart,http://www.x-cart.com/,@x_cart,RUS,E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.x-cart.com/
marketlive,http://www.marketlive.com/,@MarketLiveInc,"Petaluma, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.marketlive.com/
virto commerce,http://virtocommerce.com/,@VirtoCommerce,"Los Angeles, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://virtocommerce.com/
uniteu,http://www.uniteu.com/#&panel1-1,@uniteucommerce,Unknown,E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.uniteu.com/#&panel1-1
woo commerce,http://www.woothemes.com/woocommerce/,@WooThemes,Unknown,E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.woothemes.com/woocommerce/
speed commerce,http://www.speedcommerce.com/,@SpeedCommerce,"Dallas, TX",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.speedcommerce.com/
shopVisible,http://www.shopvisible.com/,@ShopVisible,"Atlanta, GA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.shopvisible.com/
core sense,http://www.coresense.com/,@CORESenseInc,"Saratoga Springs, NY",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.coresense.com/
mobify,http://www.mobify.com/,@mobify,"Vancouver, CAN",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.mobify.com/
jagged peak,http://www.jaggedpeak.com/,@JaggedPeakInc,"Tampa, FL",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.jaggedpeak.com/
dukapress,http://dukapress.org/,@dukapress,Nairobi,E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://dukapress.org/
venda,http://www.venda.com/,@NetSuite,"San Mateo, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.venda.com/
highwire,http://www.highwire.com/,@highwire,Unknown,E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.highwire.com/
nuorder,http://www.nuorder.com/,@NuORDER_,"Los Angeles, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.nuorder.com/
order dynamics,http://www.orderdynamics.com/,@OrderDynamics,"London, UK",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.orderdynamics.com/
fast spring,http://www.fastspring.com/,@FastSpring,"Santa Babara, CA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.fastspring.com/
ebay enterprise,http://www.ebayenterprise.com/,@eBayEnterprise,"King of Prussia, PA",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.ebayenterprise.com/
digital river,http://www.digitalriver.com/,@DigitalRiverInc,"Minneapolis, MN",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.digitalriver.com/
cleverbridge,http://www.cleverbridge.com/corporate/,@cleverbridge,"Chicago, IL",E-Commerce,Backbone Platforms,MarTech - Backbone Platforms - E-Commerce,http://www.cleverbridge.com/corporate/
